,Time,User,Tweet
0,2019-01-17 15:11:07+00:00,KSGEendoscopy,I posted a new video to Facebook https://t.co/aaNI7ouOC4
1,2019-01-17 15:10:57+00:00,KSGEendoscopy,https://t.co/V0dtG9R2oA https://t.co/8opbtN71eo
2,2019-01-17 13:05:50+00:00,KSGEendoscopy,"「대장내시경, 암환자 생명 좌우한다」

-'의약신문'에서 인용, 발췌, 링크-

생존율... https://t.co/Nl7VMeKG12"
3,2019-01-09 14:41:48+00:00,KSGEendoscopy,"대한소화기내시경학회, 정기적인 대장암 검진의 중요성 강조한 인포그래픽 공개
https://t.co/X6W2pXsA5Y"
4,2019-01-08 10:14:26+00:00,KSGEendoscopy,"「1월, '학회 퀴즈'가 갱신되었습니다.」

많은 참여 바랍니다.
https://t.co/MAar7I8non

82세 남자 환자가 건강 검진 내시경을 위해 내원하였다. 과거력 상 7년전 EGC로 ESD 시행 받은 적 있으며 재발은 없는 상태였다. 내시경 소견과 조직검사 소견은 다음과 같았다. 진단은? (그림 1-4)"
5,2019-01-06 12:01:17+00:00,KSGEendoscopy,"[내시경 안전지표→시행 건수 대비 '전문인력’]
- '데일리메디'에서 인용, 발췌, 링크 -... https://t.co/cVfnV8Fe4R"
6,2018-12-12 12:49:32+00:00,KSGEendoscopy,"[日연구팀, 대장 용종 'AI 진단시스템' 첫 판매 승인받아]

- '한국경제'에서 인용, 발췌, 링크 -... https://t.co/GIEKeow6FS"
7,2018-11-24 00:17:44+00:00,KSGEendoscopy,"「김호각 교수, 제38대 대한소화기내시경학회장 선출」

- '의협신문'에서 인용, 링크 -
https://t.co/wuMl4R5vls

""김호각... https://t.co/wuMl4R5vls"
8,2018-10-16 00:42:29+00:00,KSGEendoscopy,"['에토미데이트' 진정내시경 때 '프로포폴' 대체 가능 입증]
- '의협신문'에서 인용, 발췌, 링크 -... https://t.co/nN52Vz6Vs0"
9,2018-08-21 03:34:33+00:00,KSGEendoscopy,"[비급여의 급여화 가속도···수면내시경도 급여 확대]

- '데일리메디'에서... https://t.co/N8CWSJdMK3"
10,2018-07-23 02:59:30+00:00,KSGEendoscopy,"[""날씨 더우면 대장암 검사 결과 달라질 수 있어""]
- '헬스조선'에서 인용, 발췌, 링크 -
https://t.co/eciYdExqvu

""분별잠혈검사가 더운 날씨에 취약하다는 연구 결과가 국내에서 처음으로 보고됐다. 이번 연구결과에 따르면, 기온이 올라가는 여름철... https://t.co/eciYdExqvu"
11,2018-06-29 11:37:21+00:00,KSGEendoscopy,I posted a new video to Facebook https://t.co/ygDIuAQZnC
12,2018-06-29 11:21:49+00:00,KSGEendoscopy,Facebook에 새 동영상을 올렸음 https://t.co/k5W5ounYcV
13,2018-06-21 08:26:38+00:00,KSGEendoscopy,"[종양을 더 잘 찾기 위한 대장내시경의 변신]

- '메디칼옵저버' 에서 인용, 발췌, 링크 -
https://t.co/JFOzDamv7k

""인공지능(AI) 기술, 알약 제형 염색약 등장
---------------------------------------------------------------
[DDW... https://t.co/JFOzDamv7k"
14,2018-06-17 23:01:05+00:00,KSGEendoscopy,"[[건강한 가족] 헬리코박터 감염진단, 조직검사 오류 가능성 배제 말아야]

- '중앙일보'에서 인용, 발췌, 링크 -... https://t.co/uGB2wlLK89"
15,2018-06-03 02:51:14+00:00,KSGEendoscopy,"[美 암학회, 대장내시경 검사 시작 연령 45세로... https://t.co/uAMS98gN9E"
16,2018-05-05 00:53:26+00:00,KSGEendoscopy,"[내시경 검사 급증… 내시경실 적정성평가 진행된다]
심평원, 연구용역 공고…""환자 안전과 의료 질 향상 유도 목표""
- '메디파나 뉴스'에서 인용, 발췌, 링크 -
https://t.co/ATnuaapnoW... https://t.co/ATnuaapnoW"
17,2018-04-29 02:50:51+00:00,KSGEendoscopy,"[담관세척술, ‘담석 치료 후 잔류결석 해결사’ 확인]
-'국민일보'에서 인용, 발췌, 링크-
https://t.co/rgTGLZzIgD

""쓸개즙 이동 통로인 총담관에 생긴 결석은 치료를 해도 남거나 재발하는 경우가 적지 않다. 이때 결석 제거 후 예방적으로 담관에... https://t.co/rgTGLZzIgD"
